tweet_id,created_at,date,hour,weekday,username,category,location,tweet_text_raw,text_clean,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
10014,2023-10-01 10:23:00,2023-10-01,10,Sunday,user_13,Gaming,Canada,That sucks if you have to take the SATs tomorrow,suck take sat tomorrow,4,2,0.9270250797271729,0.06662491708993912,0.006350057665258646,-0.9206750220619142,Negative
10015,2023-10-01 10:34:00,2023-10-01,10,Sunday,user_14,Sports,Canada,@user 6 tickets for Sam smith concert Sept 30 cheap! Flew our family of 6 here fir the concert! BEYOND UPSET!,USER NUMBER ticket sam smith concert sept NUMBER cheap flew family NUMBER fir concert beyond upset,22,15,0.868522584438324,0.11739905178546906,0.014078433625400066,-0.8544441508129239,Negative
10016,2023-10-01 10:45:00,2023-10-01,10,Sunday,user_15,Gaming,UK,"""Fiorentina have reportedly opened talks with Chelsea over taking the 20yr old Kurt Zuoma on loan in January.""",fiorentina reportedly opened talk chelsea taking old kurt zuoma loan january,0,0,0.008211907930672169,0.9610733985900879,0.03071463666856289,0.02250272873789072,Neutral
10017,2023-10-01 10:56:00,2023-10-01,10,Sunday,user_16,Sports,Canada,Creighton Volleyball leads 8-5 early in 2nd set. Match becomes even bigger with both Wichita St. & Missouri State down 0-1 at home tonight.,creighton volleyball lead NUMBER NUMBER early set match becomes even bigger wichita missouri state NUMBER NUMBER home tonight,5,3,0.003604792058467865,0.754243016242981,0.24215218424797058,0.23854739218950272,Neutral
10018,2023-10-01 11:07:00,2023-10-01,11,Sunday,user_17,General,UK,This time tomorrow...we'll have the Iron on. Iron Maiden pieces Drops tomorrow nights.,time tomorrow iron iron maiden piece drop tomorrow night,3,1,0.0027967055793851614,0.665692925453186,0.33151042461395264,0.3287137190345675,Neutral
10019,2023-10-01 11:18:00,2023-10-01,11,Sunday,user_18,Tech,US,Amy Schumer sat down with The Hollywood Reporter and opened up about the sexist remarks and unnecessary criticism she's faced since,amy schumer sat hollywood reporter opened sexist remark unnecessary criticism faced since,11,3,0.7500746846199036,0.24024741351604462,0.009677927009761333,-0.7403967576101422,Negative
10020,2023-10-01 11:29:00,2023-10-01,11,Sunday,user_19,Sports,US,What is Jamie Foxx doing sitting next to Niall like you could've sat in a better spot just saying lol,jamie foxx sitting next niall like could sat better spot saying lol,0,0,0.4936480224132538,0.4810141921043396,0.025337861850857735,-0.46831016056239605,Negative
10021,2023-10-01 11:40:00,2023-10-01,11,Sunday,user_20,Gaming,UK,"@user @user 1st uneasyness was when he got v defensive about the Charlie Hebdo stuff, even tho he had pals patiently explaining""",USER USER uneasyness got v defensive charlie hebdo stuff even tho pal patiently explaining,15,9,0.6969048380851746,0.2916072905063629,0.011487914249300957,-0.6854169238358736,Negative
10022,2023-10-01 11:51:00,2023-10-01,11,Sunday,user_21,General,US,Reminder: Samsung Unveils the Galaxy Note 5 and S6 Edge+ Tomorrow Morning! - - #tech #news...,reminder samsung unveils galaxy note NUMBER tomorrow morning tech news,21,9,0.0016054974403232336,0.18616385757923126,0.8122307062149048,0.8106252087745816,Positive
10023,2023-10-01 12:02:00,2023-10-01,12,Sunday,user_22,Sports,Global,"""Gonna do a movie marathon with my friend today and tomorrow. Twilight, New Moon, Eclipse, BD1, The Runaways, Adventureland, (c)""",gon na movie marathon friend today tomorrow twilight new moon eclipse runaway adventureland c,54,15,0.002424477832391858,0.443386048078537,0.5541895031929016,0.5517650253605098,Positive
10024,2023-10-01 12:13:00,2023-10-01,12,Sunday,user_23,Tech,Global,Oscars Well makes his debut over fences at Punchestown tomorrow. It looks as though he\u2019ll have Plan A and Darwins Fox to overcome.,oscar well make debut fence punchestown tomorrow look though plan darwin fox overcome,0,0,0.01068456657230854,0.44872379302978516,0.5405916571617126,0.5299070905894041,Positive
10025,2023-10-01 12:24:00,2023-10-01,12,Sunday,user_24,Tech,US,Q2 10:30. Philip Rivers pass to Eddie Royal to the San Diego 19 for 7 yards. 3rd & 1.,NUMBER NUMBER philip river pas eddie royal san diego NUMBER NUMBER yard NUMBER,9,4,0.0067700790241360664,0.9510674476623535,0.04216250777244568,0.03539242874830961,Neutral
10026,2023-10-01 12:35:00,2023-10-01,12,Sunday,user_25,News,UK,"@user Work colleague of mine on Thursday night: """"oh, look, they're showing the Bee Gees on video."""" 23-yr old colleague: """"who?""""""",USER work colleague mine thursday night oh look showing bee gee video NUMBER old colleague,5,3,0.01954062655568123,0.7720187902450562,0.20844057202339172,0.1888999454677105,Neutral
10027,2023-10-01 12:46:00,2023-10-01,12,Sunday,user_26,News,UK,Who's going to get them Gucci foams tomorrow,going get gucci foam tomorrow,6,2,0.04469135403633118,0.8395183086395264,0.11579033732414246,0.07109898328781128,Neutral
10028,2023-10-01 12:57:00,2023-10-01,12,Sunday,user_27,Gaming,US,Yes glass of red\u002c Rammstein and day off tomorrow (thank you @user just what I needed.,yes glass rammstein day tomorrow thank USER needed,5,2,0.0023513210471719503,0.017330031841993332,0.9803186058998108,0.9779672848526388,Positive
10029,2023-10-01 13:08:00,2023-10-01,13,Sunday,user_28,Sports,Canada,Vampettes we are back on the 21st place keep tweeting with the hashtag #MTVStars The Vamps #MTVStarsOf2015,vampettes back place keep tweeting hashtag mtvstars vamp,6,2,0.004317864775657654,0.49837955832481384,0.4973025619983673,0.49298469722270966,Neutral
10030,2023-10-01 13:19:00,2023-10-01,13,Sunday,user_29,Sports,Global,Ryan Braun returned to the lineup on Wednesday after missing two games with lower back tightness.,ryan braun returned lineup wednesday missing two game lower back tightness,22,6,0.04108687862753868,0.9404140710830688,0.01849912665784359,-0.02258775196969509,Neutral
10031,2023-10-01 13:30:00,2023-10-01,13,Sunday,user_30,News,Canada,"""#Ichiro has nothing. If you want to see hustle: Kenny Lofton, 17 October 1995, scores from second base on a past ball. #GoTribe #ALDS""",ichiro nothing want see hustle kenny lofton NUMBER october NUMBER score second base past ball gotribe alds,8,4,0.34430211782455444,0.5698703527450562,0.08582746237516403,-0.2584746554493904,Neutral
10032,2023-10-01 13:41:00,2023-10-01,13,Sunday,user_31,Sports,UK,Looking forward to going to Carrow Rd tonight. Last time we were there\u002c Bale scored 2 and we were 3rd. Do not want extra time though,looking forward going carrow rd tonight last time bale scored NUMBER want extra time though,10,3,0.048458050936460495,0.2117864340543747,0.7397554516792297,0.6912974007427692,Positive
10033,2023-10-01 13:52:00,2023-10-01,13,Sunday,user_32,Sports,UK,Gonna go to the north game tomorrow night. I better see some of you north kiddos,gon na go north game tomorrow night better see north kiddos,0,0,0.011061502620577812,0.4037083089351654,0.5852302312850952,0.5741687286645174,Positive
10034,2023-10-01 14:03:00,2023-10-01,14,Sunday,user_33,Tech,Canada,Right guys\u002c last competition of the night... Like this status for a chance to win a copy of Judas Priest\u2019s 30th...,right last competition night like status chance win copy juda,0,0,0.00767684867605567,0.7379586100578308,0.254364550113678,0.2466877014376223,Neutral
10035,2023-10-01 14:14:00,2023-10-01,14,Sunday,user_34,News,US,We\u2019re in the studio working on the new album and it sounds EPIC. We may as well pick up our Brit Award now\u002c tbh.,studio working new album sound epic may well pick brit award tbh,0,0,0.0035893451422452927,0.038610901683568954,0.9577997922897339,0.9542104471474886,Positive
10036,2023-10-01 14:25:00,2023-10-01,14,Sunday,user_35,General,Canada,"""last day of august, waiting for frank ocean to pull a beyonce.",last day august waiting frank ocean pull beyonce,62,17,0.03951957821846008,0.8336599469184875,0.12682051956653595,0.08730094134807587,Neutral
10037,2023-10-01 14:36:00,2023-10-01,14,Sunday,user_36,News,Canada,#INFO --> Grand opening sharetea bubble tea with @user 2 nov 2012 mall taman anggrek 11:00 - 14:00 * Jadwal ke-1 besok !,info grand opening sharetea bubble tea USER NUMBER nov NUMBER mall taman anggrek NUMBER NUMBER NUMBER NUMBER jadwal NUMBER besok,0,0,0.004792215768247843,0.8413485288619995,0.15385928750038147,0.14906707173213363,Neutral
10038,2023-10-01 14:47:00,2023-10-01,14,Sunday,user_37,General,Global,Sunday (tomorrow) is National Ice Cream Day and have we got a gift for you! Join us for an ice cream sundae and...,sunday tomorrow national ice cream day got gift join u ice cream sundae,0,0,0.0012166699161753058,0.03953409567475319,0.9592492580413818,0.9580325881252065,Positive
10039,2023-10-01 14:58:00,2023-10-01,14,Sunday,user_38,Tech,Global,Gucci pants himself store january lay open the span thine atomic irruptive concomitant so that cons comburent:...,gucci pant store january lay open span thine atomic irruptive concomitant con comburent,2,1,0.017527054995298386,0.8837717175483704,0.09870119392871857,0.08117413893342018,Neutral
10040,2023-10-01 15:09:00,2023-10-01,15,Sunday,user_39,Gaming,Canada,still not over how Nicki snapped like a 12th grader on their last day of high school,still nicki snapped like grader last day high school,19,8,0.17478634417057037,0.5471083521842957,0.27810531854629517,0.10331897437572479,Neutral
10041,2023-10-01 15:20:00,2023-10-01,15,Sunday,user_40,Sports,Canada,I may or may not buy myself the illustrated version of Harry potter for my birthday,may may buy illustrated version harry potter birthday,33,16,0.0218796543776989,0.5735966563224792,0.40452370047569275,0.38264404609799385,Neutral
10042,2023-10-01 15:31:00,2023-10-01,15,Sunday,user_41,Tech,UK,I wanna see STUDIO FOOTAGE SO BAD. We are about to hear some unreleased STUFF! Likeeeeeeeeee I can\u2019t wait until Sunday.,wan na see studio footage bad hear unreleased stuff likeeeeeeeeee wait sunday,17,7,0.016947709023952484,0.043895699083805084,0.9391566514968872,0.9222089424729347,Positive
10043,2023-10-01 15:42:00,2023-10-01,15,Sunday,user_42,Sports,Global,"@user how the hell does every one else get to keep their religious and 1st amnt rights, except Christians!!! This is just wrong!!!""",USER hell every one else get keep religious amnt right except christian wrong,9,5,0.9287315607070923,0.06480344384908676,0.006465036887675524,-0.9222665238194168,Negative
10044,2023-10-01 15:53:00,2023-10-01,15,Sunday,user_43,Gaming,Global,A @user rule change should allow Carly Fiorina to earn a spot on the main stage for the 2nd Republican debate.,USER rule change allow carly fiorina earn spot main stage republican debate,7,3,0.009529256261885166,0.7132126688957214,0.277258038520813,0.2677287822589278,Neutral
10045,2023-10-01 16:04:00,2023-10-01,16,Sunday,user_44,Gaming,UK,"""TFI Friday doesn't look like it's coming back, as Chris Evans focuses on new-look Top Gear",tfi friday look like coming back chris evans focus top gear,0,0,0.23461602628231049,0.7019356489181519,0.06344838440418243,-0.17116764187812805,Neutral
10046,2023-10-01 16:15:00,2023-10-01,16,Sunday,user_45,Tech,US,#np The Way You Make Me Feel - 2012 Remaster by Michael Jackson from the album Bad 25th Anniversary.,np way make feel NUMBER remaster michael jackson album bad anniversary,40,15,0.03589554503560066,0.8099603652954102,0.15414416790008545,0.11824862286448479,Neutral
10047,2023-10-01 16:26:00,2023-10-01,16,Sunday,user_46,Gaming,Global,"""I'm going to see Paper Towns. Saturday, 22 August 2015 at 17:40 in Leigh #Cineworld""",going see paper town saturday NUMBER august NUMBER NUMBER NUMBER leigh cineworld,10,7,0.002579278079792857,0.7077518105506897,0.28966888785362244,0.2870896097738296,Neutral
10048,2023-10-01 16:37:00,2023-10-01,16,Sunday,user_47,General,Global,@user Yepo I came in Milan it was my 1st concert and it was so good you guys did an amazing job! You are flawless live like PERFECT!,USER yepo came milan concert good guy amazing job flawless live like perfect,12,5,0.003423459827899933,0.007016445975750685,0.9895601272583008,0.9861366674304008,Positive
10049,2023-10-01 16:48:00,2023-10-01,16,Sunday,user_48,Gaming,US,#days #dool Tuesday Hope has to pick up Ciara. Rafe wants a real case not just publicity like Justin,day dool tuesday hope pick ciara rafe want real case publicity like justin,10,7,0.08053108304738998,0.8063585162162781,0.11311037838459015,0.032579295337200165,Neutral
10050,2023-10-01 16:59:00,2023-10-01,16,Sunday,user_49,Sports,Global,Seth Rollins talks &amp; talks every Monday on RAW for about 45 minutes,seth rollins talk amp talk every monday raw NUMBER minute,23,6,0.0038900524377822876,0.9166050553321838,0.07950493693351746,0.07561488449573517,Neutral
10051,2023-10-01 17:10:00,2023-10-01,17,Sunday,user_50,Sports,Global,"Thanks manager for putting me on the schedule for Sunday""",thanks manager putting schedule sunday,9,5,0.0036211013793945312,0.08458571135997772,0.9117932319641113,0.9081721305847168,Positive
10052,2023-10-01 17:21:00,2023-10-01,17,Sunday,user_51,Sports,US,I'm sat at work just laughing at all these Hulk Hogan tweets. Hahha ffs,sat work laughing hulk hogan tweet hahha ffs,62,19,0.1366644650697708,0.31241509318351746,0.5509204864501953,0.4142560213804245,Positive
10053,2023-10-01 17:32:00,2023-10-01,17,Sunday,user_52,Sports,US,@user #MLBCentral David Wright crushing a dinger on his first swing since April 14th. I didn't think he would pull a Wilmer Flores!,USER mlbcentral david wright crushing dinger first swing since april think would pull wilmer flores,43,11,0.04179009422659874,0.609229326248169,0.348980575799942,0.3071904815733433,Neutral
10054,2023-10-01 17:43:00,2023-10-01,17,Sunday,user_53,General,Canada,I feel like the new Janet Jackson single is bringing back 90s R&amp;B. via @user,feel like new janet jackson single bringing back r amp via USER,17,5,0.004255687352269888,0.17151033878326416,0.8242339491844177,0.8199782618321478,Positive
10055,2023-10-01 17:54:00,2023-10-01,17,Sunday,user_54,News,UK,Anyone want to see Sam smith with me on October 6th?,anyone want see sam smith october,16,5,0.005897340830415487,0.8114027976989746,0.18269990384578705,0.17680256301537156,Neutral
10056,2023-10-01 18:05:00,2023-10-01,18,Sunday,user_55,Tech,UK,This Friday OUTHOUSE is playing at Still Partners in Sea Cliff ! Hop on the Expressway to Nirvana!,friday outhouse playing still partner sea cliff hop expressway nirvana,0,0,0.002695802366361022,0.5678717494010925,0.4294324517250061,0.4267366493586451,Neutral
10057,2023-10-01 18:16:00,2023-10-01,18,Sunday,user_56,Sports,US,"""You can't shit talk Kpop. Every group is so in sync and vocally on point. It may not be your thing, but it's talent.""",ca shit talk kpop every group sync vocally point may thing talent,19,5,0.0329030342400074,0.13849321007728577,0.8286037445068359,0.7957007102668285,Positive
10058,2023-10-01 18:27:00,2023-10-01,18,Sunday,user_57,Gaming,US,I hope Milan mom say that she can come over on the 28th,hope milan mom say come,0,0,0.022411709651350975,0.740604043006897,0.2369842231273651,0.21457251347601414,Neutral
10059,2023-10-01 18:38:00,2023-10-01,18,Sunday,user_58,Sports,Global,Don\u2019t forget Mitch Daniels is going to be on Steven Colbert\u2019s show Thursday. Think this will come up as a topic?,forget mitch daniel going steven show thursday think come topic,11,4,0.023731667548418045,0.8478327989578247,0.12843558192253113,0.10470391437411308,Neutral
10060,2023-10-01 18:49:00,2023-10-01,18,Sunday,user_59,Gaming,Canada,Amazon prime is literally a lie....I ordered a book LAST MONDAY &amp; it still isn't here. do better @user,amazon prime literally lie ordered book last monday amp still better USER,110,36,0.9241097569465637,0.06800306588411331,0.00788714550435543,-0.9162226114422083,Negative
10061,2023-10-01 19:00:00,2023-10-01,19,Sunday,user_60,Gaming,Canada,Who the hell moshes at Matt and Kim?? Next time watch out for my face\u002c mofos! My cheekbones better not be purple tomorrow. @user,hell moshes matt kim next time watch mofos cheekbone better purple tomorrow USER,11,4,0.9446570873260498,0.04794928431510925,0.007393620442599058,-0.9372634668834507,Negative
10062,2023-10-01 19:11:00,2023-10-01,19,Sunday,user_61,Sports,US,"""What a difference not having Sterling on the pitch makes! Welbeck dragged wide 1st half, the Ox replaces Sterling, Welbeck down middle, goal""",difference sterling pitch make welbeck dragged wide half ox replaces sterling welbeck middle goal,9,3,0.09553574025630951,0.48600491881370544,0.41845932602882385,0.32292358577251434,Neutral
10063,2023-10-01 19:22:00,2023-10-01,19,Sunday,user_62,General,Global,"""Dear lovely Christians, I wish to inform you, tomorrow we got one Mass @ 10am as we'll be submitting our parish family day collection!""",dear lovely christian wish inform tomorrow got one mass submitting parish family day collection,2,1,0.0019297382095828652,0.06469426304101944,0.9333759546279907,0.9314462164184079,Positive
10064,2023-10-01 19:33:00,2023-10-01,19,Sunday,user_63,Gaming,Global,"""To Kpop fans, we song along to vocals, 2nd voices, raps, fanchants, do the instruments &amp; even perform its own choreo",kpop fan song along vocal voice rap fanchants instrument amp even perform choreo,0,0,0.01694231480360031,0.6812481880187988,0.30180948972702026,0.28486717492341995,Neutral
10065,2023-10-01 19:44:00,2023-10-01,19,Sunday,user_64,Gaming,UK,Cherie Blair is sat on our coach going to the games! #Olympics2012,cherie blair sat coach going game,10,6,0.014974289573729038,0.7144515514373779,0.2705741226673126,0.2555998330935836,Neutral
10066,2023-10-01 19:55:00,2023-10-01,19,Sunday,user_65,Sports,UK,continued : Emmanuel Adebayor has not travelled with the squad for our Europa League away tie in Greece tomorrow evening.,continued emmanuel adebayor travelled squad europa league away tie greece tomorrow evening,1,1,0.385292112827301,0.6034595370292664,0.011248365044593811,-0.3740437477827072,Neutral
10067,2023-10-01 20:06:00,2023-10-01,20,Sunday,user_66,Gaming,Global,Mario Williams is catching hell! He will be Exposed on Sunday... Not like Buffalo don't see him 4 who he is Already!,mario williams catching hell exposed sunday like buffalo see NUMBER already,0,0,0.8520123958587646,0.13165709376335144,0.016330601647496223,-0.8356817942112684,Negative
10068,2023-10-01 20:17:00,2023-10-01,20,Sunday,user_67,Gaming,UK,"""Kris Bryant hurt, Joe Maddon ejected in today's Cubs game, and it's only the 6th inning.",kris bryant hurt joe maddon ejected today cub game inning,3,2,0.7233130931854248,0.2691395580768585,0.007547326385974884,-0.7157657667994499,Negative
10069,2023-10-01 20:28:00,2023-10-01,20,Sunday,user_68,Sports,US,"@user Last Wednesday, when I saw you dressed as Robin, all I can think about is ""Who's Batman? Where's the Teen Titans?""",USER last wednesday saw dressed robin think batman teen titan,20,7,0.0618894025683403,0.7358473539352417,0.2022632658481598,0.1403738632798195,Neutral
10070,2023-10-01 20:39:00,2023-10-01,20,Sunday,user_69,Sports,Global,@user Brock lesnar live from madison square garden sounds like it could just be a live feed of him sat on a chair for 3 hours,USER brock lesnar live madison square garden sound like could live feed sat chair NUMBER hour,13,6,0.13026611506938934,0.8066696524620056,0.06306423991918564,-0.0672018751502037,Neutral
10071,2023-10-01 20:50:00,2023-10-01,20,Sunday,user_70,Tech,UK,@user Frank ocean releasing his second album december 31st 2015 on new years eve. heres the interview...,USER frank ocean releasing second album december NUMBER new year eve here interview,0,0,0.002840091474354267,0.9184550046920776,0.0787048190832138,0.07586472760885954,Neutral
10072,2023-10-01 21:01:00,2023-10-01,21,Sunday,user_71,General,Canada,@user @user at da end of da night no girl that roll with me is on da MTA! They are above that as long as I can afford that!,USER USER da end da night girl roll da mta long afford,5,3,0.16493017971515656,0.4742673635482788,0.36080244183540344,0.1958722621202469,Neutral
10073,2023-10-01 21:12:00,2023-10-01,21,Sunday,user_72,General,Global,@user SCOTUS based their argument on the 14th. No matter how you stretch it race was not involved.,USER scotus based argument matter stretch race involved,6,3,0.3742678165435791,0.6016981601715088,0.02403394505381584,-0.35023387148976326,Neutral
10074,2023-10-01 21:23:00,2023-10-01,21,Sunday,user_73,Gaming,Global,My mom's over here tryna tell me that we're taking the CAHSEE tomorrow ._. Nigga it's only the second month of school.. #SlowYourRoll,mom tryna tell taking cahsee tomorrow nigga second month school slowyourroll,16,5,0.8217384815216064,0.16524091362953186,0.013020552694797516,-0.8087179288268089,Negative
10075,2023-10-01 21:34:00,2023-10-01,21,Sunday,user_74,General,Canada,"""Rahul Gandhi held Indian citizenship from day one: Congress: New Delhi, Nov 18: Dismissing BJP leader Subraman...",rahul gandhi held indian citizenship day one congress new delhi nov NUMBER dismissing bjp leader subraman,14,5,0.10975514352321625,0.8546853065490723,0.03555954620242119,-0.07419559732079506,Neutral
10076,2023-10-01 21:45:00,2023-10-01,21,Sunday,user_75,Gaming,US,"""I'm going to Paramore at Rock Im Park in Nuremburg, Germany - Jun 8",going paramore rock im park nuremburg germany jun NUMBER,3,2,0.0028722023125737906,0.8529449701309204,0.14418286085128784,0.14131065853871405,Neutral
10077,2023-10-01 21:56:00,2023-10-01,21,Sunday,user_76,Tech,Canada,Happy Birthday Nick J May you live long and Happy :),happy birthday nick j may live long happy,14,4,0.0029074358753859997,0.010049871169030666,0.9870426654815674,0.9841352296061814,Positive
10078,2023-10-01 22:07:00,2023-10-01,22,Sunday,user_77,Sports,Global,ECHO: Sex offender is warned he may face jail over offences #Dorset,echo sex offender warned may face jail offence dorset,11,3,0.7373136281967163,0.2538414001464844,0.008844999596476555,-0.7284686286002398,Negative
10079,2023-10-01 22:18:00,2023-10-01,22,Sunday,user_78,Sports,US,I hope Bernie Sanders is a sun and the other two are shooting stars or black holes.,hope bernie sander sun two shooting star black hole,23,10,0.3383418619632721,0.4553583562374115,0.20629975199699402,-0.13204210996627808,Neutral
10080,2023-10-01 22:29:00,2023-10-01,22,Sunday,user_79,Sports,UK,"""Shows how much you can trust drivers answering these questions. Alonso was still saying on Monday that Ferrari split is """"""""just a rumor."""""""" #F1""",show much trust driver answering question alonso still saying monday ferrari split rumor,7,3,0.10121951997280121,0.7844229340553284,0.11435758322477341,0.013138063251972198,Neutral
10081,2023-10-01 22:40:00,2023-10-01,22,Sunday,user_80,General,UK,Who else is going to the Chris brown tour this Thursday #ChrisBrown#onehellofanighttour,else going chris brown tour thursday chrisbrown onehellofanighttour,7,2,0.005571643356233835,0.7597500085830688,0.23467832803726196,0.22910668468102813,Neutral
10082,2023-10-01 22:51:00,2023-10-01,22,Sunday,user_81,Tech,UK,"Your inspirational quotes on twitter/Feb never really got to me. But oh damn ur pics of them on IG have truly inspired me. #idiots""",inspirational quote never really got oh damn ur pic ig truly inspired idiot,6,2,0.2865622043609619,0.27157580852508545,0.4418620467185974,0.1552998423576355,Positive
10083,2023-10-01 23:02:00,2023-10-01,23,Sunday,user_82,General,Global,Another beauty of a day in Athens\u002c Greece. I trust you\u2019ll have an exceptional Friday wherever in the world you are. Much love.,another beauty day greece trust exceptional friday wherever world much love,11,4,0.0032928341533988714,0.010153666138648987,0.9865534901618958,0.9832606560084969,Positive
10084,2023-10-01 23:13:00,2023-10-01,23,Sunday,user_83,General,Canada,"""Another great night in Split, off to Hvar on the 8:30 ferry tomorrow morning... dreading the packing but excited to get there!""",another great night split hvar NUMBER NUMBER ferry tomorrow morning dreading packing excited get,28,8,0.002384789753705263,0.009623239748179913,0.987991988658905,0.9856071989051998,Positive
10085,2023-10-01 23:24:00,2023-10-01,23,Sunday,user_84,Tech,US,@user and im seeing Ed live this Saturday at b'ham NIA! It would be amazing to get the book signed. Thanks for putting it together,USER im seeing ed live saturday nia would amazing get book signed thanks putting together,6,3,0.0016043800860643387,0.0159468911588192,0.9824487566947937,0.9808443766087294,Positive
10086,2023-10-01 23:35:00,2023-10-01,23,Sunday,user_85,Tech,UK,"""Church tonight, who will you bring????""",church tonight bring,12,5,0.02496054582297802,0.9166552424430847,0.0583842508494854,0.03342370502650738,Neutral
10087,2023-10-01 23:46:00,2023-10-01,23,Sunday,user_86,Tech,US,Q_Q Today was the day that Naruto shippuden: UNS4 was suppose to come out. WHYYYYYYY DID THEY PUSH IT ALL THE WAY TO JAN???? HELLO,today day naruto shippuden suppose come whyyyyyyy push way jan hello,13,6,0.8453922867774963,0.14398199319839478,0.010625728406012058,-0.8347665583714843,Negative
10088,2023-10-01 23:57:00,2023-10-01,23,Sunday,user_87,Tech,Global,Pics of the March Fourth Marching Band at the Oregon Country Fair closing out the show Sunday night. Their...,pic march fourth marching band oregon country fair closing show sunday night,10,3,0.0035386085510253906,0.8603240847587585,0.13613735139369965,0.13259874284267426,Neutral
